ingredient_id,ingredient_name,base_category,function_jp,function_en,function_cn,product_count,popularity_score,recommendation_score,raw_material_examples,products
ING-0118,フラクトオリゴ糖,フラクトオリゴ糖,腸内環境|血糖値|体脂肪|骨の健康,Gut Health|Blood Sugar|Body Fat|Bone Health,肠道健康|血糖调节|体脂肪|骨骼健康,12,70,64,"ラフィノース、ミルクオリゴ糖、フラクトオリゴ糖、イソマルトオリゴ糖、環状オリゴ糖 / 難消化性デキストリン（食物繊維）：難消化性デキストリン
有胞子性乳酸菌(Bacillus coagulans SANK70258)：有胞子性乳酸菌粉末（乳糖、有胞子性乳酸菌）	
フラクトオリゴ糖：フラクトオリゴ糖 / フラクトオリゴ糖シロップ",イージーファイバー乳酸菌プレミアム|カイテキオリゴ|パルスイートおなかすこやかオリゴ|フラクトオリゴ糖きびブラウン|善玉菌のミカタ|希少糖（アルロース）×フラクトオリゴ糖|快適腸生活|明治オリゴ糖ミルクチョコレート１００|明治オリゴ糖ミルクチョコレート５０|沖縄・奄美のきびオリゴ|オリゴスマート１００＜ミルクチョコレート＞|熟成発酵キムチ王（白菜キムチ）
ING-0113,乳酸菌 シロタ株,乳酸菌・プロバイオティクス,腸内環境|睡眠|リラックス|目の健康|免疫,Gut Health|Sleep Quality|Stress Relief|Eye Health|Immunity,肠道健康|睡眠质量|放松减压|眼部健康|免疫力,12,70,64,乳酸菌 シロタ株（L．カゼイ YIT 9029）、ガラクトオリゴ糖液糖 / 乳酸菌 シロタ株（Ｌ．カゼイ YIT 9029） / 乳酸菌 シロタ株（L．カゼイ YIT 9029）,ヤクルト　４００　Ｗ|Ｙ１０００|Ｙ１０００　糖質オフ|Ｙａｋｕｌｔ（ヤクルト）１０００|Ｙａｋｕｌｔ（ヤクルト）１０００　糖質オフ|ヤクルト４００免疫腸活|ヤクルト４００ＬＴ免疫腸活|ヤクルト４００Ｗ|ヤクルト４００ｐ|Ｙ１０００　カロリー・糖類オフ|Ｙ１０００ｐ|Ｙａｋｕｌｔ（ヤクルト）１０００　カロリー・糖類オフ
ING-0117,アラニン・アルギニン・フェニルアラニン混合物,アラニン・アルギニン・フェニル,体脂肪,Body Fat,体脂肪,12,70,64,アラニン、アルギニン、フェニルアラニン,ヴァームスマートフィットウォーターパウダー|ヴァームスマートフィットゼリー|ヴァームスマートフィットパウダーアップル風味|ヴァームスマートフィット顆粒|ヴァームスマートフィット顆粒３０袋　レモン風味|ヴァームゼリー|ヴァームパウダーアップル風味|ヴァームパウダーレモン風味|ヴァームパウダー栄養ドリンク風味|ヴァーム顆粒レモン風味|ヴァームスパークリング|ヴァームスマートフィットウォータースパークリング
ING-0093,5-アミノレブリン酸リン酸塩,5-アミノレブリン酸リン酸塩,血糖値|リラックス|疲労感|睡眠|筋肉|体脂肪|肌の健康,Blood Sugar|Stress Relief|Anti-Fatigue|Sleep Quality|Muscle Health|Body Fat|Skin Health,血糖调节|放松减压|抗疲劳|睡眠质量|肌肉健康|体脂肪|皮肤健康,17,56,63,"アミノ酸粉末（5-アミノレブリン酸リン酸塩含有）
サラシアエキス末 / アミノ酸粉末（5-アミノレブリン酸リン酸塩含有） / アミノ酸粉末（5-アミノレブリン酸リン酸塩含有）
ブラックジンジャーエキス",アラナス　５－ＡＬＡ（ファイブ　アラ）|アラプラス　からだアクティブ|アラプラス　からだ元気|アラプラス　こころケア　ソフトキャンディー|アラプラス　ゴールド　疲労感軽減|アラプラス　メンタルケア|アラプラス　深い眠り|アラプラス　深い眠り　メンタルケア|アラプラス　糖ダウン|アラプラス　糖ダウン　アラシア|アラプラス　糖ダウン　ソフトキャンディー|アラプラス　糖ダウン　リッチ|アラプラス　こころケア|アラプラス　糖ダウン　アラシア　リッチｂ|アラプラス　糖ダウンドリンク|飲むハイアルチ　５－ＡＬＡ＆ＢＬＡＣＫ　ＧＩＮＧＥＲ（ファイブアラ＆ブラックジンジャー）|５－ＡＬＡ（ファイブアラ）疲労感ケア
ING-0102,没食子酸,没食子酸,血糖値|中性脂肪|体脂肪|腸内環境|血圧,Blood Sugar|Triglycerides|Body Fat|Gut Health|Blood Pressure,血糖调节|甘油三酯|体脂肪|肠道健康|血压,14,60,62,プーアール茶エキス末 / 緑茶加工品 / 緑茶エキス,お～いお茶　ほうじブレンド|減肥黒茶|聞いたことないがすごい素材の腸活スリムファイバー|食事でグアーガム分解物と没食子酸とＧＡＢＡ（ギャバ）を摂る幸福|スマートプーアール|ダージリンエキスパウダーｂ|ダージリンエキスパウダーｃ|プーアールシボトリーナ|プーアールファースト|メタサポート７|没食子酸ＢＧｐ（ビージーピー）|没食子酸ＢＷｐ（ビーダブルピー）|没食子酸ＴＧｐ（ティージーピー）|真茶撰　紅茶ｅ
ING-0116,テアニン,テアニン,認知機能|集中力|中性脂肪|体脂肪|睡眠|疲労感|リラックス,Cognitive Function|Concentration|Triglycerides|Body Fat|Sleep Quality|Anti-Fatigue|Stress Relief,认知功能|专注力|甘油三酯|体脂肪|睡眠质量|抗疲劳|放松减压,12,65,62,"テアニン
ＧＡＢＡ（γ－アミノ酪酸） / 茶 / 緑茶、抹茶、テアニン",お～いお茶　ＭＡＴＣＨＡ　ＳＨＯＴ（マッチャ　ショット）|お～いお茶お抹茶|お～いお茶お抹茶ＰＯＷＤＥＲ（パウダー）|からだ想いピースナイトメモリープラス|腰ラックス|お～いお茶濃お抹茶|一番摘みのお～いお茶　深蒸し茶ゆたかみどりブレンド|一番摘みのお～いお茶　玉露入りさえみどりブレンド|一番摘みのお～いお茶　鹿児島県産かなやみどりブレンド|抹茶入りお～いお茶　５２５ｍｌ|抹茶入りお～いお茶　６００ｍｌ|眠りの豆乳
ING-0114,ガセリ菌CP2305株,ガセリ菌CP2305株,腸内環境|睡眠|リラックス|疲労感|妊活・妊娠期,Gut Health|Sleep Quality|Stress Relief|Anti-Fatigue|Pregnancy Support,肠道健康|睡眠质量|放松减压|抗疲劳|备孕,12,65,62,"CP2305株乳酸菌粉末（一括表示には「乳酸菌粉末（殺菌）」と記載） / CP2305株乳酸菌粉末
（一括表示には「乳酸菌粉末（殺菌）」と記載） / 殺菌乳酸菌末",「ＰＬＵＳ（プラス）カルピス　睡眠・腸活ケア」|「ＰＬＵＳ（プラス）カルピス　睡眠・腸活ケア」（希釈用）|「ＰＬＵＳ（プラス）カルピス　睡眠・腸活ケア」１００|ぐんぐんグルトα　快眠・快腸ケア|クリーム玄米ブランプラス　豆乳＆カスタード|ディアナチュラゴールド　乳酸菌ＣＰ（シーピー）２３０５|「ぐんぐんグルトα　快眠・快腸ケア」|「わたしプロローグ」|クリーム玄米ブランプラス　ごま＆塩バター|ココカラケア|ＰＬＵＳ（プラス）カルピス　睡眠・腸活ケア１９０|Ｗｅｌｃｈ’ｓ　ｆｏｒ　ｓｌｅｅｐ（ウェルチフォースリープ）
ING-0126,フコース,フコース,腸内環境|体脂肪,Gut Health|Body Fat,肠道健康|体脂肪,11,68,62,海藻分解物 / 海藻分解物末 / 海藻分解物（デキストリン、海藻分解物）（国内製造）,やや太り気味（ＢＭＩ（ビーエムアイ）が高め）で便通が気になる方のフコース|スルっとヘル|タメナイシ|フコジー|フコース|ユーグレナマイヘルスディフェンシア　スリムライフ|ユーグレナマイヘルスディフェンシア　スリムライフ　１５日分|・ＤＥＣＡＦ＆ＳＬＩＭ　ＣＯＦＦＥＥ　　　　（デカフェ　アンド　スリム　コーヒー）|デトスマート～梅昆布茶～|１００年チュアブル　ダイエット|ＤＥＣＡＦ＆ＳＬＩＭ　ＣＯＦＦＥＥ　　　　（デカフェ　アンド　スリム　コーヒー）
ING-0123,ガセリ菌SP株,ガセリ菌SP株,腸内環境|体脂肪,Gut Health|Body Fat,肠道健康|体脂肪,11,68,62,ガセリ菌末 / フローズンDVS L. gasseri SBT-2055,ガセリ菌ＳＰ（エスピー）株カプセル　ａ|恵　ｍｅｇｕｍｉ（メグミ）　ガセリ菌ＳＰ（エスピー）株ヨーグルト　いちご　ａ|恵　ｍｅｇｕｍｉ（メグミ）　ガセリ菌ＳＰ（エスピー）株ヨーグルト　アロエ　ａ|恵　ｍｅｇｕｍｉ（メグミ）　ガセリ菌ＳＰ（エスピー）株ヨーグルト　ドリンクタイプ　いちご　ａ|恵　ｍｅｇｕｍｉ（メグミ）　ガセリ菌ＳＰ（エスピー）株ヨーグルト　ドリンクタイプ　ベリーミックス　ａ|恵　ｍｅｇｕｍｉ（メグミ）　ガセリ菌ＳＰ（エスピー）株ヨーグルト　ドリンクタイプ　宅配専用　ａ|恵　ｍｅｇｕｍｉ（メグミ）　ガセリ菌ＳＰ（エスピー）株ヨーグルト　ドリンクタイプ　ａ|恵　ｍｅｇｕｍｉ（メグミ）　ガセリ菌ＳＰ（エスピー）株ヨーグルト　プレーン加糖　ａ|恵　ｍｅｇｕｍｉ（メグミ）　ガセリ菌ＳＰ（エスピー）株ヨーグルト　宅配専用　ａ|恵　ｍｅｇｕｍｉ（メグミ）　ガセリ菌ＳＰ（エスピー）株ヨーグルト　ａ|ナチュレ　恵　ｍｅｇｕｍｉ（メグミ）　えんどう豆生まれ　プレーン
ING-0124,エリオジクチオール-6-C-グルコシド,エリオジクチオール-6-C-グ,目の健康|肌の健康|疲労感|睡眠,Eye Health|Skin Health|Anti-Fatigue|Sleep Quality,眼部健康|皮肤健康|抗疲劳|睡眠质量,11,68,62,ルイボス抽出物 / ルイボス抽出物(ルイボスエキス、デキストリン) / 大麦乳酸発酵液ギャバ、ルイボス抽出物（ルイボスエキス、デキストリン）,うるたす|えんきんプレミアム|ピュアルイボスチュアブル|一粒三潤ａ|目泉ａ|ＵＲＵＳＵＹＡ（ウルスヤ）|ボシュロム　うるるサプリ|ルイボスｍ|目泉ｂ|華麗泉|ＴＳＵＹＡＨＡＮＡ（つやはな）
ING-0120,サケ鼻軟骨由来II型コラーゲン,コラーゲン,骨の健康|関節|筋肉|肌の健康|体脂肪,Bone Health|Joint Health|Muscle Health|Skin Health|Body Fat,骨骼健康|关节健康|肌肉健康|皮肤健康|体脂肪,11,68,62,サケ鼻軟骨エキス末（プロテオグリカン・Ⅱ型コラーゲン含有） / サケ鼻軟骨抽出物 (国内製造) / サケ鼻軟骨抽出物,ひざ軽コラーゲンサプリ|ひざ軽コラーゲンパウダー|コラーゲンＺＪ（ゼットジェイ）|ノエビア　膝美日和（ひざびより）|ロコアタックＥＸ（イーエックス）トリプルファインｃ|潤々楽々ＤＸ（ディーエックス）|潤歩美Ｐｒｅｍｉｕｍ（プレミアム）|ＰＵＲＡＲＩＣＯ（プラリコ）　グッドボンＳ（エス）|ひざの助ＥＸ（イーエックス）|ひざ肌Ｗ（ダブル）　コラーゲン＆（アンド）セラミド|プロテオグリカンＮｆ（エヌエフ）
ING-0107,グアーガム分解物 (食物繊維),食物繊維,腸内環境|肌の健康|睡眠|疲労感|目の健康|認知機能|血糖値,Gut Health|Skin Health|Sleep Quality|Anti-Fatigue|Eye Health|Cognitive Function|Blood Sugar,肠道健康|皮肤健康|睡眠质量|抗疲劳|眼部健康|认知功能|血糖调节,13,60,61,食物繊維（グアーガム分解物） / グアーガム分解物,グミーナ　腸活サポート|サンファイバーおなかのミカタ|サンファイバーおはだのミカタｐ|サンファイバーみるめもりーｐ|サンファイバーゆるみケアｐ|サンファイバービフィズス菌サポートｐ|サンファイバー便通サポートｐ|サンファイバー睡眠の質ｐ|サンファイバー睡眠サポートｐ|サンファイバー腸内細菌ｐ|サンファイバー血糖Ｓｐ（エスピー）|サンファイバーＳＣＦＡｐ（エスシーエフエーピー）|リファライトアップバイオティクス
ING-0112,モノグルコシルルチン,モノグルコシルルチン,疲労感|目の健康|血糖値|体脂肪|腸内環境|血流|中性脂肪,Anti-Fatigue|Eye Health|Blood Sugar|Body Fat|Gut Health|Blood Circulation|Triglycerides,抗疲劳|眼部健康|血糖调节|体脂肪|肠道健康|血液循环|甘油三酯,12,63,61,難消化性デキストリン（食物繊維）、サラシア濃縮エキス、緑茶抽出物、酵素処理ルチン / 難消化性デキストリン、サラシア濃縮エキス、海藻抽出物、緑茶抽出物、酵素処理ルチン / 酵素処理ルチン,αＧＲ　Ｗｅｌｌｎｅｓｓ（アルファジーアール　ウェルネス）|ベリーウォーター　機能性表示食品|ベリーケア|メタバリアプレミアムＥＸ（イーエックス）|メタバリアＥＸａ（イーエックスエー）|眼の疲労感軽減|トリプル緑茶（ルチン）|ベリーウォーター|ベリーウォーターａ|今すぐ見る！！|今すぐ見る！！　ｂ|血糖ケア
ING-0111,大麦若葉由来食物繊維,食物繊維,腸内環境|肌の健康|骨の健康|鉄分|睡眠,Gut Health|Skin Health|Bone Health|Iron|Sleep Quality,肠道健康|皮肤健康|骨骼健康|铁元素|睡眠质量,12,63,61,マルトビオン酸Ca含有粉飴、大麦若葉末 / 有機大麦若葉末 / 大麦若葉末,おいしいフルーツ青汁パウダー|毎日１杯の青汁　Ｆｉｂｅｒ（ファイバー）|ＤＡＩＹＡＭＯＮＤ　ＧＲＥＥＮ（ダイヤモンドグリーン）|おいしい骨こつ青汁|おいしい骨こつ青汁|ヨーガニックライフ　グリーンクレンズ|大麦若葉の繊維青汁Ｇ|大麦若葉の繊維青汁Ｓ|大麦若葉の繊維青汁ＳＬ（エスエル）|大麦若葉の繊維青汁ＳＬ２（エスエルツー）|大麦若葉の繊維青汁Ｔ|腸と肌においしい大麦若葉青汁
ING-0127,カゼインペプチド,カゼインペプチド,血圧|血糖値|中性脂肪|認知機能,Blood Pressure|Blood Sugar|Triglycerides|Cognitive Function,血压|血糖调节|甘油三酯|认知功能,11,65,61,乳たんぱくペプチド / 難消化性デキストリン、乳たんぱくペプチド / 難消化性デキストリン（韓国製造）、乳たんぱくペプチド,トリプルヨーグルト　ドリンクタイプ　１００ｇ|トリプルヨーグルト　１００ｇ|トリプルヨーグルト砂糖不使用　ドリンクタイプ　１００ｇ|トリプルヨーグルト砂糖不使用　１００ｇ|トリプルＢＬＡＣＫ（ブラック）|森永　トリプルサプリ　２０本|森永　トリプルサプリ　３０本|森永トリプル　緑茶|ブレインペプチドＺ|森永トリプルＢＬＡＣＫ（ブラック）|血圧対策サプリ
ING-0121,ユーグレナグラシリスEOD-1株由来パラミロン,ユーグレナグラシリスEOD-1,疲労感|免疫,Anti-Fatigue|Immunity,抗疲劳|免疫力,11,65,61,ユーグレナ粉末 / ユーグレナグラシリス粉末 / ユーグレナグラシリス末,ミカレアのパラミロンＭ|ミカレアのパラミロンｉ|ユーグレナグラシリス|倉敷おからクッキー・バターユーグレナ|倉敷おからクッキー・米粉バターユーグレナ|金の月化粧Ｗ|３０種類コールドプレスジュース（緑）～ユーグレナ|３０種類コールドプレスジュース（赤）～ユーグレナ|パラミロンｄ|パラミロンｆ|金の月化粧
ING-0129,リンゴ由来プロシアニジン,りんご,体脂肪|肌の健康,Body Fat|Skin Health,体脂肪|皮肤健康,11,63,60,りんご,ながまるアップル（シナノゴールド）|ひろまる|プライムアップル！（ふじ）|プライムアップル！（サンふじ）|プライムアップル！（王林）|Ａｐｐｌｏｔｅｃｔ（アプロテクト）|Ｓｍｉｌｅ　ＦＵＪＩ（スマイルフジ）ａ|Ｓｏｎｙａ（ソニア）|ｂｒｅｅｚｅ（ブリーズ）|ひろまる|ゆめピーりんご
ING-0125,イヌリン(食物繊維),食物繊維,腸内環境|肌の健康|血糖値|中性脂肪|リラックス|疲労感,Gut Health|Skin Health|Blood Sugar|Triglycerides|Stress Relief|Anti-Fatigue,肠道健康|皮肤健康|血糖调节|甘油三酯|放松减压|抗疲劳,11,63,60,チコリ根抽出末 / 食物繊維 (イヌリン) / イヌリン(食物繊維)、GABA,明治オフスタイル|明治オフスタイルべに花|森永アロエヨーグルト　Ｗ|腸活サポート飲料|腸活習慣　チアフル|イヌリンスティック|オラフティーチコリイヌリン|オラフティーチコリイヌリンａ|伊右衛門　毎日すこやかブレンド茶|伊右衛門　澄みきるブレンド茶|森永アロエヨーグルト　Ｗ　低脂肪
ING-0140,ホタテ由来プラズマローゲン,ホタテプラズマローゲン,認知機能,Cognitive Function,认知功能,10,65,60,ホタテ抽出物 / ホタテオイル（食用オリーブ油、ホタテ抽出物）,コグニエイド|プラズマローゲン|プラズマローゲンソフトカプセル|プラズマローゲンハードカプセル|プラズマローゲンＢＯＯＣＳ（ブックス）スペシャル粉末カプセル|プラズマローゲンＳソフトカプセル|プラズマローゲンＳ粉末カプセル|再活脳元|プラズマローゲンＢＯＯＣＳ（ブックス）スペシャル粉末カプセル|プラズマローゲンＢＯＯＣＳ（ブックス）粉末カプセル
ING-0135,ホヤ由来プラズマローゲン,ホヤプラズマローゲン,認知機能|目の健康,Cognitive Function|Eye Health,认知功能|眼部健康,10,65,60,ホヤエキス（ホヤエキス、植物油脂） / ホヤエキス（ホヤエキス、食用油脂） / ホヤエキス,わすれん蔵|サン・ニューロ|プラズマローゲン　アドバンスト|プラズマローゲンキング|プラズマローゲン１８０００プラス|ＡＴＯＭＹ　ＰＬＡＳＭＡ　α（アトミ　プラズマ　アルファ）|Ａｇｉｔｏ（アギト）|プラズマローゲン|メモワール脳力|ＲＥＭＯＲＹ（レモリー）
ING-0139,殺菌乳酸菌EC-12株,乳酸菌・プロバイオティクス,腸内環境|骨の健康|鉄分,Gut Health|Bone Health|Iron,肠道健康|骨骼健康|铁元素,10,65,60,乳酸菌(殺菌) / オリゴ糖酸、乳酸菌（殺菌） / 乳酸菌粉末(殺菌乳酸菌、デキストリン),スターリミルクプラス乳酸菌|乳酸菌|腸活宣言|ＣａｒｎａＢｅｌｌ　カーナベール|ＪＲＪ（ジェーアールジェー）プレミアム乳酸菌ジュレ|えがお　１兆個の乳酸菌|すごい乳酸菌スティック|乳酸菌ＥＣ－１２|１兆個すごい乳酸菌ドリンク|ＥＣ－１２乳酸菌顆粒
ING-0122,黒大豆ポリフェノール,大豆イソフラボン,疲労感|睡眠|抗酸化|目の健康|血流|免疫,Anti-Fatigue|Sleep Quality|Antioxidant|Eye Health|Blood Circulation|Immunity,抗疲劳|睡眠质量|抗氧化|眼部健康|血液循环|免疫力,11,60,59,"黒大豆種皮抽出物 / 酢酸菌GK-1(G. hansenii GK-1)：酢酸菌加工品
黒大豆ポリフェノール：大豆種皮エキス",フジッコ元気のおまもり|淡路島　たまねぎの恵み　さらさら|クロノケア睡眠|クロノケア睡眠＋（プラス）冷え|クロノケア睡眠＋（プラス）冷えａ|クロノケア睡眠＋（プラス）疲労感＋（プラス）眠気|クロノケアＣ（シー）|クロノケアＥ（イー）|クロノケアＦ（エフ）|元気充電ポリフェ|高速充電ポリフェ
ING-0138,プーアール茶由来没食子酸,プーアール茶没食子酸,体脂肪|血糖値,Body Fat|Blood Sugar,体脂肪|血糖调节,10,63,59,茶 / プーアール茶抽出物 / プーアールエキス末,黒プーアル茶ティーバッグ|プーアールン|プーアールンつぶタイプ|奥田政行シェフ企画・発酵茶　あるけっ茶　Ｐｒｅｍｉｕｍ|奥田政行シェフ厳選　あるけっ茶　Ｐｒｅｍｉｕｍ|有機やまぶきなでしこ|有機栽培／黒麹・香気Ｗ　あるけっ茶　Ｐｒｅｍｉｕｍ|Ｄｅｅｐｕｒｅ（ディーピュア）プーアール茶エキス|ＳＡＲＹＵ－ＳＯＳＯ（さりゅうそうそう）マグカップ用|ＳＡＲＹＵ－ＳＯＳＯ（さりゅうそうそう）１リットル用
ING-0136,γ-オリザノール,γ-オリザノール,中性脂肪|コレステロール|血圧|肌の健康,Triglycerides|Cholesterol|Blood Pressure|Skin Health,甘油三酯|胆固醇|血压|皮肤健康,10,63,59,玄米（国産） / 食用こめ油（米ぬか（北海道）） / 食用こめ油（国内製造）,オリザの米油　機能性表示食品|オリザの米油ａ（エー）　機能性表示食品|体にうれしいこめ油|北海道こめ油|生活習慣米　ういまい|発芽玄米の底力|発芽玄米の底力　ドライ|肌にうれしいこめ油|ＡＪＩＮＯＭＯＴＯ（アジノモト）　サララこめ油|ＭＤこめ油　機能性表示食品
ING-0132,グリシン,グリシン,睡眠|目の健康|疲労感|関節|リラックス,Sleep Quality|Eye Health|Anti-Fatigue|Joint Health|Stress Relief,睡眠质量|眼部健康|抗疲劳|关节健康|放松减压,10,60,58,グリシン、GABA / グリシン / セリン、アスパラギン酸ナトリウム、グルタミン酸、グリシン、アラニン、プロリン,グリナ|グリナ　睡眠ケア＆ストレスケア|グリナ　睡眠ケア＆ストレスケア＜ドリンクタイプ＞|ａｍｉｎｏＶＩＴＡＬ（アミノバイタル）ＣＯＮＮＥＣＴ（コネクト）関節サポートａ|グリシンパウダーⅩ|グリシンパウダーＱ|グリシンパウダーＲ|グリシンパウダーＹ|グリシン３０００|ａｍｉｎｏＶＩＴＡＬ（アミノバイタル）ＣＯＮＮＥＣＴ（コネクト）関節サポート
ING-0130,植物性乳酸菌K-2,乳酸菌・プロバイオティクス,アレルギー|体脂肪|睡眠|目の健康|肌の健康,Allergy Relief|Body Fat|Sleep Quality|Eye Health|Skin Health,抗过敏|体脂肪|睡眠质量|眼部健康|皮肤健康,10,60,58,植物性乳酸菌粉末（植物性乳酸菌（殺菌）、デキストリン） / 植物性乳酸菌K-2（L. paracasei K71） / 植物性乳酸菌末（殺菌）,アレルピタ|万田発酵のスーッとライフ|ＳｌｅｅｅＭ（スリーム）|スースーティー|ノーズファインＫ－２（ケーツー）|植物性乳酸菌Ｋ－２サプリＥ|植物性乳酸菌Ｋ－２サプリｃ|植物性乳酸菌Ｋ－２入り　おこめ丸パン|機能性表示食品焙煎ごぼう茶鼻ケアサポート|ＣＨＯ－ＫＡＴＳＵ　ＡＣＴＩＶＥ　ＰＲＯ（チョウカツ　アクティブ　プロ）
ING-0134,ピロロキノリンキノン二ナトリウム塩,ピロロキノリンキノン二ナトリウ,集中力|認知機能|筋肉,Concentration|Cognitive Function|Muscle Health,专注力|认知功能|肌肉健康,10,60,58,ピロロキノリンキノン二ナトリウム塩 / ＢｉｏＰＱＱ（ピロロキノリンキノン二ナトリウム塩）,タキシア|ワーキングメモリーでてきぱき習慣|思いやりのＰＱＱ（ピーキューキュー）|記憶の鉄人|記憶力・注意力・判断力|タキシア|筋力アシスト|筋力トレサポ|記憶の鉄人Ｒ|記憶名人
ING-0128,GABA(ギャバ),GABA,睡眠|リラックス|疲労感|目の健康|血圧|肌の健康,Sleep Quality|Stress Relief|Anti-Fatigue|Eye Health|Blood Pressure|Skin Health,睡眠质量|放松减压|抗疲劳|眼部健康|血压|皮肤健康,11,56,57,"ＧＡＢＡ含有発酵液

※ヤマモリ株式会社独自の技術により、醸造過程においてＧＡＢＡ（ギャバ）を生成させたＧＡＢＡ含有発酵液を使用しています。このため、当該食品の原材料名には、ＧＡＢＡ（ギャバ）に関する内容を記載しておりません。 / ＧＡＢＡ含有発酵液 / 発酵調味料（ＧＡＢＡ含有）
＊ヤマモリ株式会社独自の技術により、醸造過程においてＧＡＢＡ（ギャバ）を生成させた発酵調味料を使用しています。",ギャバ醤油|ＧＡＢＡ（ギャバ）でリラックス　りんご酢|ＧＡＢＡ１００　睡活ビネガー|ＧＡＢＡ１００　肌弾２００９|おいしいなべスープ　よせなべ|ギャバつゆ|モリンガ発芽玄米ご飯|ＧＡＢＡ（ギャバ）　睡活ビネガー|ＧＡＢＡ（ギャバ）青汁|ＧＡＢＡ１００|ＧＡＢＡ１００　肌弾ドリンク
ING-0115,ラクトフェリン,ラクトフェリン,免疫|体脂肪|腸内環境|睡眠|疲労感|肌の健康,Immunity|Body Fat|Gut Health|Sleep Quality|Anti-Fatigue|Skin Health,免疫力|体脂肪|肠道健康|睡眠质量|抗疲劳|皮肤健康,12,49,56,ラクトフェリン、ブラックジンジャー抽出物（ブラックジンジャーエキス、デキストリン） / 乳酸菌殺菌乾燥粉末、ラクトフェリン / ラクトフェリン（乳由来）,ラクトフェリンＳ|ラクト眠活|森永ラクトフェリン２００|腸まで届ける　ナイスリムエッセンス　ラクトフェリン|腸まで届ける　ナイスリムエッセンス　ラクトフェリン　乳酸菌ＰＬＵＳ（プラス）|腸まで届ける　ナイスリムエッセンス　ラクトフェリン　葛の花プレミアム|Ｗ脂肪対策　腸ラクトフェリン　Ｔ|ラクトフェリンのどサプリＹ２（ワイツー）|ラクトフェリン免疫対策サプリ|ラクトフェリン免疫対策サプリＥＸ（イーエックス）|ラクトフェリン免疫対策サプリＶ|ｍａｔｓｕｋｉｙｏＬＡＢ（マツキヨラボ）　プラズマ乳酸菌＋ラクトフェリン　のど飴
ING-0133,サフラン由来サフラナール,サフランサフラナール,睡眠|疲労感|リラックス|目の健康|集中力,Sleep Quality|Anti-Fatigue|Stress Relief|Eye Health|Concentration,睡眠质量|抗疲劳|放松减压|眼部健康|专注力,10,53,55,サフラン抽出物 / サフランエキス / サフラン抽出エキス(サフラン抽出物、マルトデキストリン),にんにくサフランＷ（ダブル）　ｂ|にんにくサフランＷ（ダブル）　ｄ|サフランサプリ|快眠タイム|Ｓａ！　Ｇａｍａｄａｓｏ（サ　ガマダソ）|おやすみサフラン＋（プラス）|やすらぎサフラン|スパイスサプリサフラン睡眠サポート|スパイスサプリサフランｃ|Ｓａｆｒ’Ｉｎｓｉｄｅ（サフリンサイド）
ING-0147,魚由来コラーゲンペプチド,コラーゲン,肌の健康|睡眠|目の健康,Skin Health|Sleep Quality|Eye Health,皮肤健康|睡眠质量|眼部健康,8,60,55,"コラーゲンペプチド（ゼラチンを含む）、γ-アミノ酪酸（ギャバ）、ヒアルロン酸 / γ-アミノ酪酸（GABA）
フィッシュコラーゲンペプチド（魚由来コラーゲンペプチド） / コラーゲンペプチド（ゼラチンを含む）",コラーゲンドリンクＷ（ダブル）|サラヤ健康スムージー　潤肌スムージー|ＳＥＡＣ　（シーク）コラーゲンドリンクトリプルＥＸ（イーエックス）ｃ|ぷるぷるまもる君|キラキラまもる君|グリネルナイトコラーゲン|ニッピコラーゲン１００　ビューティ|ｕｒｕ　ｕｒｕ（うるうる）まもる君
ING-0146,本わさび由来6-メチルスルフィニルヘキシルイソチオシアネート(6-MSITC),本わさび6-メチルスルフィニル,認知機能|集中力|筋肉,Cognitive Function|Concentration|Muscle Health,认知功能|专注力|肌肉健康,8,60,55,本わさびエキス末 / 本わさび（国産） / 本わさびエキス末、ブラックジンジャー抽出物,おろし本山葵|わさび＆オリーブ|旬薬味おろし本わさび|香るおろし本わさび|ＷＡＳＡＢＩ　わさび|ワサビスルフィニルＢｒｏｎｚｅ（ブロンズ）|保阪流極さくさく認知らく歩く
ING-0144,ライチおよびチャ由来フラバノール単量体ならびに二量体,ライチおよびチャフラバノール単,疲労感|筋肉|血圧|睡眠|リラックス|目の健康|肌の健康,Anti-Fatigue|Muscle Health|Blood Pressure|Sleep Quality|Stress Relief|Eye Health|Skin Health,抗疲劳|肌肉健康|血压|睡眠质量|放松减压|眼部健康|皮肤健康,8,60,55,"ライチポリフェノール加工品/チャ抽出物
（チャ抽出物は食品添加物として記載） / ライチポリフェノール加工品／チャ抽出物
（チャ抽出物は食品添加物として記載） / ライチポリフェノール加工品",アスリートＯｌｉｇｏｎｏｌ（オリゴノール）|ササニンゴールド８９１０|ビタミンバンクイミダゾールジペプチド|紅珠漢　こうじゅかん|身体的疲労感サポート|紅珠漢　　こうじゅかん|ＡＧＯ（エイジーオー）|Ｏｌｉｇｏｎｏｌ　ＡＯ（オリゴノール　エーオー）ハードカプセル３０粒
